category_en,category_ja,name_ja,name_en,gender,angle,prompt_tag,prompt_full,filename,danbooru_rank,danbooru_count
Hair Color,髪色,栗色,Chestnut Hair,f,front,chestnut brown hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, chestnut brown hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_chestnut_hair,,
Hair Color,髪色,アッシュブラウン,Ash Brown Hair,f,front,ash brown hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, ash brown hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_ash_brown_hair,,
Hair Color,髪色,ブロンド,Blonde Hair,f,front,blonde hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, blonde hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_blonde_hair,1,1537942
Hair Color,髪色,プラチナブロンド,Platinum Blonde Hair,f,front,platinum blonde hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, platinum blonde hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_platinum_blonde_hair,,
Hair Color,髪色,赤毛,Red Hair,f,front,red hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, red hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_red_hair,10,520146
Hair Color,髪色,オレンジ,Orange Hair,f,front,orange hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, orange hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_orange_hair,14,237718
Hair Color,髪色,ピンク,Pink Hair,f,front,pink hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, pink hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_pink_hair,6,691036
Hair Color,髪色,青,Blue Hair,f,front,blue hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, blue hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_blue_hair,4,855605
Hair Color,髪色,水色,Light Blue Hair,f,front,aqua hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, aqua hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_light_blue_hair,18,32469
Hair Color,髪色,緑,Green Hair,f,front,green hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, green hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_green_hair,11,417225
Hair Color,髪色,紫,Purple Hair,f,front,purple hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, purple hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_purple_hair,9,645942
Hair Color,髪色,白髪,White Hair,f,front,white hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, white hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_white_hair,5,703094
Hair Color,髪色,シルバー,Silver Hair,f,front,silver hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, silver hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_silver_hair,,
Hair Color,髪色,グレー,Grey Hair,f,front,grey hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, grey hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_grey_hair,8,680558
Hair Color,髪色,グラデーション,Gradient Hair,f,front,gradient hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, gradient hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_gradient_hair,15,137138
Hair Color,髪色,メッシュ,Highlighted Hair,f,front,streaked hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, streaked hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_highlighted_hair,12,245773
Hair Color,髪色,インナーカラー,Inner Color,f,front,colored inner hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, colored inner hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_inner_color,,
Hair Color,髪色,亜麻色,Flaxen Hair,f,front,"flaxen hair, light golden brown hair","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, flaxen hair, light golden brown hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_flaxen_hair,,
Hair Color,髪色,ネイビー,Navy Blue Hair,f,front,"navy blue hair, dark blue","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, navy blue hair, dark blue, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_navy_blue_hair,,
Hair Color,髪色,ターコイズ,Turquoise Hair,f,front,"turquoise hair, teal","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, turquoise hair, teal, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_turquoise_hair,,
Hair Color,髪色,ラベンダー,Lavender Hair,f,front,"lavender hair, pastel purple","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, lavender hair, pastel purple, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_lavender_hair,,
Hair Color,髪色,ミントグリーン,Mint Green Hair,f,front,"mint green hair, pastel green","masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, mint green hair, pastel green, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_mint_green_hair,,
Hair Color,髪色,レインボー,Rainbow Hair,f,front,rainbow hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, rainbow hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_rainbow_hair,21,1603
Hair Color,髪色,金髪メッシュ,Blonde Highlights,f,front,brown hair with blonde highlights,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, brown hair with blonde highlights, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_blonde_highlights,,
Hair Texture,髪質,スパイキー,Spiked Hair,f,front,spiked hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, spiked hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_texture_spiked_hair,4,70002
Haircut,カット,ポンパドール,Pompadour,m,front,pompadour,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1boy, man, pompadour, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",haircut_pompadour,12,4619
Haircut,カット,アフロ,Afro,f,front,afro,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, afro, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",haircut_afro,14,3151
Hair Texture,髪質,外ハネ,Hair Flip,f,front,flipped hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, flipped hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_texture_hair_flip,16,1290
Hair Length,長さ,ミディアム,Medium Hair,f,front,medium hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_length_medium_hair,4,377425
Hair Length,長さ,襟足長めショート,Short Hair With Long Locks,f,front,short hair with long locks,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, short hair with long locks, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_length_short_hair_with_long_locks,5,46763
Hair Length,長さ,低い位置で結んだ長髪,Low-Tied Long Hair,f,front,low-tied long hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, low-tied long hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_length_low_tied_long_hair,6,42325
Hair Length,長さ,ベリーショート,Very Short Hair,f,front,very short hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, very short hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_length_very_short_hair,7,21387
Hair Length,長さ,極端に長い,Absurdly Long Hair,f,side,absurdly long hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, absurdly long hair, from side, profile view, head and shoulders portrait, above shoulders, simple background, solo",hair_length_absurdly_long_hair,8,21032
Hair Length,長さ,低い位置の編み下ろし,Low-Braided Long Hair,f,front,low-braided long hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, low-braided long hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_length_low_braided_long_hair,9,7391
Hair Length,長さ,目の間の長い前髪,Long Hair Between Eyes,f,front,long hair between eyes,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, long hair between eyes, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_length_long_hair_between_eyes,10,4337
Hair Length,長さ,低い位置で結んだミディアム,Low-Tied Medium Hair,f,front,low-tied medium hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, low-tied medium hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_length_low_tied_medium_hair,11,47
Tied Hairstyle,結い方,三つ編み,Braid,f,back,braid,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, braid, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",tied_hairstyle_braid,2,629860
Tied Hairstyle,結い方,お団子(片方),Single Hair Bun,f,back,single hair bun,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, single hair bun, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",tied_hairstyle_single_hair_bun,6,69705
Tied Hairstyle,結い方,お団子リング,Hair Rings,f,back,hair rings,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, hair rings, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",tied_hairstyle_hair_rings,7,41822
Tied Hairstyle,結い方,円錐お団子,Cone Hair Bun,f,back,cone hair bun,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, cone hair bun, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",tied_hairstyle_cone_hair_bun,8,14831
Tied Hairstyle,結い方,まとめ髪,Hair Up,f,back,hair up,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, hair up, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",tied_hairstyle_hair_up,9,12779
Tied Hairstyle,結い方,編み込みリング,Braided Hair Rings,f,back,braided hair rings,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, braided hair rings, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",tied_hairstyle_braided_hair_rings,10,6422
Tied Hairstyle,結い方,複数結び,Multi-Tied Hair,f,back,multi-tied hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, multi-tied hair, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",tied_hairstyle_multi_tied_hair,12,5928
Tied Hairstyle,結い方,ドーナツお団子,Doughnut Hair Bun,f,back,doughnut hair bun,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, doughnut hair bun, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",tied_hairstyle_doughnut_hair_bun,14,2325
Tied Hairstyle,結い方,ハート型お団子,Heart Hair Bun,f,back,heart hair bun,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, heart hair bun, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",tied_hairstyle_heart_hair_bun,16,369
Tied Hairstyle,結い方,4つのお団子リング,Quad Hair Rings,f,front,quad hair rings,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, quad hair rings, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",tied_hairstyle_quad_hair_rings,17,43
Tied Hairstyle,結い方,複数お団子,Multiple Hair Buns,f,back,multiple hair buns,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, multiple hair buns, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",tied_hairstyle_multiple_hair_buns,18,39
Tied Hairstyle,結い方,特大お団子,Huge Hair Bun,f,back,huge hair bun,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, huge hair bun, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",tied_hairstyle_huge_hair_bun,19,34
Bangs,前髪,目の間の前髪,Hair Between Eyes,f,front,hair between eyes,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, hair between eyes, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",bangs_hair_between_eyes,1,1164638
Bangs,前髪,流し前髪,Swept Bangs,f,front,swept bangs,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, swept bangs, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",bangs_swept_bangs,4,119964
Bangs,前髪,カーテンヘア,Curtained Hair,f,front,curtained hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, curtained hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",bangs_curtained_hair,6,8530
Hair Color,髪色,多色,Multicolored Hair,f,front,multicolored hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, multicolored hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_multicolored_hair,7,690107
Hair Color,髪色,ツートン,Two-Tone Hair,f,front,two-tone hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, two-tone hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_two_tone_hair,13,238891
Hair Color,髪色,水色,Aqua Hair,f,front,aqua hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, aqua hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_aqua_hair,16,120273
Hair Color,髪色,インナーカラー,Colored Inner Hair,f,front,colored inner hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, colored inner hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_colored_inner_hair,17,75993
Hair Color,髪色,紺,Dark Blue Hair,f,front,dark blue hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, dark blue hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_dark_blue_hair,19,16580
Hair Color,髪色,根元プリン,Roots (Hair),f,front,roots (hair),"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, roots (hair), three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_roots_hair,20,3005
Hair Color,髪色,木目調グラデーション,Wood Gradient Hair,f,front,wood gradient hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, medium hair, wood gradient hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_color_wood_gradient_hair,22,46
Hair Parts,パーツ,アンテナ毛,Antenna Hair,f,front,antenna hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, antenna hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_antenna_hair,3,76796
Hair Parts,パーツ,ほつれ毛,Loose Hair Strand,f,front,loose hair strand,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, loose hair strand, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_loose_hair_strand,4,5306
Hair Parts,パーツ,分け目,Parted Hair,f,front,parted hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, parted hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_parted_hair,5,4749
Hair Parts,パーツ,襟足の一房,Lone Nape Hair,f,back,lone nape hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, lone nape hair, from behind, three-quarter rear view, facing away, back of head visible, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_lone_nape_hair,6,1270
Hair Parts,パーツ,ハート型アホ毛,Heart Antenna Hair,f,front,heart antenna hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, heart antenna hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_heart_antenna_hair,7,430
Hair Parts,パーツ,二重分け目,Double-Parted Hair,f,front,double-parted hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, double-parted hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_double_parted_hair,8,77
Hair Parts,パーツ,特大アンテナ毛,Huge Antenna Hair,f,front,huge antenna hair,"masterpiece, detailed illustration beautiful anime style, cinematic , gentle subsurface scattering on skin, 1girl, woman, huge antenna hair, three-quarter front view, slightly angled, looking at viewer, head and shoulders portrait, above shoulders, simple background, solo",hair_parts_huge_antenna_hair,10,32
